A,Assigned to,Article,Article No.,Item Group,Base Unit,Store Unit,Loss,Last Purchase Price,Sales Price,Ignore in Inventory,Article Code,Weight Factor,Barcode,Producer,Country of Origin,Article Folder/URL 1,Picture,Article Folder/URL 2,Visibility,Changed by,At
,Expenses,parrillas (fish) ( BBQ ),5075,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,parrillas 37x26cm ( BBQ ),5074,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,parrillas 40x30cm ( BBQ ),5073,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Parsley,107075,Fresh Vegetables,Kilogram,Kilogram,44.00%,0.9,0,0,,1,,,,,,,0,Shkakhwa,16/09/2018
,Expenses,pasta machine ( Prep ),5049,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Pasta Penne ,110003,Pasta,Kilogram,Kilogram,,1.895,0,0,,1,,,,,,,0,Shkakhwa,28/12/2016
,Profit Contribution,PASTRY PLAIN SHEET 550GM TEE YIH JI BRAND borak,118003,Baking Items,Kilogram,Kilogram,,1.69,0,0,,1,,,,,,,0,Admin,19/02/2016
,Expenses,Patio Heaters Glass (Outside Area),6015,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Patio Heaters Glass Cylinder (Outside Area),6017,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Patio Heaters Top flame (Outside Area),6016,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Patio Heaters Top flame Cylinder (Outside Area),6018,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,PB Brown square Bottom 20X12X37cm 500 pcs,5000030,Packaging,Each,Each,,0.06,0,0,,1,,,,,,,0,Shkakhwa,18/07/2020
,Profit Contribution,Peach Fresh,106017,Fresh Fruits,Kilogram,Kilogram,,1.2,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Pear,106018,Fresh Fruits,Kilogram,Kilogram,,1.2,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Peeled Tomatoes,132002,Canned Vegetables,Kilogram,Kilogram,,0.467,0,0,,1,,,,,,,0,Admin,19/02/2016
,Expenses,pepper container plastic ( BBQ ),5080,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Pepperoni,125033,Fresh Meat,Kilogram,Kilogram,,7.61,0,0,,1,,,,,,,0,Shkakhwa,25/07/2021
,Expenses,Pepsi chiller ( Hot ),5089,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Perrier 330 ML,144006,Bottled Water,Each,Each,,0.406,0,0,,1,,,,,,,0,Shkakhwa,02/01/2017
,Expenses,perto rated spoon stainless  (Dishwasher),5285,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,Pet Clear Cup 12 oz 20x50 Pcs,5000004,Packaging,Each,Each,,0.021,0,0,,1,,,,,,,0,Shkakhwa,02/01/2017
,Expenses,Pet Clear Cup 160z,120027,Packaging,Each,Each,,36,0,0,,1,,,,,,,0,Shkakhwa,28/04/2016
,Profit Contribution,phelo pastry Karama,118008,Baking Items,Kilogram,Kilogram,,1.652,0,0,,1,,,,,,,0,Admin,19/02/2016
,Profit Contribution,Philadelphia Cheese 300 GM,101019,Cheese,Kilogram,Kilogram,,4.153,0,0,,1,,,,,,,0,Shkakhwa,16/03/2017
,Profit Contribution,Pineapple Fresh  ,106020,Fresh Fruits,Kilogram,Kilogram,,0.75,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,pinenuts pakistani,117007,Nuts,Kilogram,Kilogram,,25.357,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,PISTACHEW SLICE ,117006,Nuts,Kilogram,Kilogram,,20,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Pistachio 1 KG,117005,Nuts,Kilogram,Kilogram,,8,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Pistachio Cream Prep 1 Portion (PA),800057,Sub Reciepes,Portion,Portion,0.00%,0.33,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,Pistachio Essence,116011,Syrups,Liter,Liter,,0,0,0,,1,,,,,,,0,Shkakhwa,12/12/2016
,Expenses,pizza  tongue ( Bakery ),5224,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Expenses,Pizza Box Large ,5000033,Packaging,Each,Each,,0.15,0,0,,1,,,,,,,0,Shkakhwa,23/07/2021
,Expenses,pizza roll ( Bakery ),5215,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Expenses,Pizza Underliner,5000034,Packaging,Each,Each,,0.042,0,0,,1,,,,,,,0,Shkakhwa,31/07/2021
,Expenses,pizza wheel (Dishwasher),5298,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,plant Pot Big (Bar Area),6139,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,plastic basket ( Cold ),5183,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,plastic bowl for rice ( Hot ),5305,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,23/12/2017
,Expenses,Plastic Box For Fruit (Bar Area),6134,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,plastic Brush (Dishwasher),5234,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Expenses,plastic container 1/1 200mm (Dishwasher),5258,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,plastic container gray (Dishwasher),5255,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,Plastic Fruit & Veg Box (Bar Area),6157,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Plastic Glasses 100pcs,5000035,Packaging,Each,Each,,0.105,0,0,,1,,,,,,,0,Shkakhwa,16/08/2021
,Expenses,plastic Jug (Bar Area),6169,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Plastic Juice Bottle 300 ML,5000027,Packaging,Each,Each,,0.24,0,0,,1,,,,,,,0,Vinay,16/06/2018
,Expenses,plastic spatula  35cm (Dishwasher),5264,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,plastic spatula  9x10 (Dishwasher),5263,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,Plastic Tray (Bar Area),6170,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,plate Warmer ( Hot ),5091,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Pomegranate,106003,Fresh Fruits,Kilogram,Kilogram,40.00%,0.9,0,0,,1,,,,,,,0,Shkakhwa,31/03/2016
,Profit Contribution,pomegranate molasses ( DOnt Use ),116007,Syrups,Liter,Liter,,2.75,0,1,,1,,,,,,,0,Shkakhwa,26/12/2016
,Expenses,Portable Charger (Recieption Area),6072,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,Potato,107033,Fresh Vegetables,Kilogram,Kilogram,20.00%,0.28,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Potato Cubes 1 KG (PA),800075,Sub Reciepes,Kilogram,Kilogram,0.00%,0.35,0,0,,1,,,,,,,,Shkakhwa,29/12/2016
,Profit Contribution,Potato Filling Prep 1.4 KG (PA),800042,Sub Reciepes,Kilogram,Kilogram,0.00%,0.641,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Expenses,potato peeler (Dishwasher),5300,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,Potato Peeler Machine,5335,Kitchen Assets,Each,Each,,663.88,0,0,,1,,,,,,,0,Shkakhwa,14/01/2018
,Expenses,pressure cooking ban 10 ltr ( Prep ),5023,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,pressure cooking ban 30 ltr ( Prep ),5022,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,pressure cooking ban 8 ltr ( Prep ),5024,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,printer (micros) ( BBQ ),5070,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Puck Cream Cheese,101020,Cheese,Kilogram,Kilogram,,1.995,0,0,,1,,,,,,,0,Shkakhwa,25/09/2017
,Profit Contribution,Purslane/Bakla,108013,Fresh Herbs,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Qaimar Thick Cream ,118040,Baking Items,Kilogram,Kilogram,,9.95,0,0,,1,,,,,,,0,Shkakhwa,30/04/2020
,Profit Contribution,Qalayet Tomato Prep 7.000 KG (PA),800031,Sub Reciepes,Kilogram,Kilogram,0.00%,0.607,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,qashta qaymer ,105005,Dairy Others,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,19/02/2016
,Profit Contribution,Qatayef 10 CM,118037,Baking Items,Each,Each,,0.035,0,0,,1,,,,,,,0,Vinay,18/05/2018
,Profit Contribution,Radish red (BAH),107036,Fresh Vegetables,Kilogram,Kilogram,35.00%,2.4,0,1,,1,,,,,,,0,Shkakhwa,26/12/2016
,Profit Contribution,"Rainbow Eva,Milk Small 10 ML",102006,Milk,Each,Each,,0.049,0,0,,1,,,,,,,0,Vinay,13/07/2018
,Profit Contribution,Rainbow Evap Milk 160 ML ,105023,Dairy Others,Each,Each,,0.216,0,0,,1,,,,,,,0,Shkakhwa,10/11/2017
,Profit Contribution,Rainbow Evap Milk 160 ML (DONT USE ),102005,Milk,Liter,Liter,,0.175,0,1,,1,,,,,,,0,Shkakhwa,10/11/2017
,Profit Contribution,RAISIN GOLDEN-IRAN 10 KG,111015,Grain,Kilogram,Kilogram,,1.429,0,0,,1,,,,,,,0,Shkakhwa,01/05/2016
,Profit Contribution,Ready Beef For Staff,125030,Fresh Meat,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Vinay,29/10/2019
,Profit Contribution,Ready Bonless Chicken With Skin,126015,Fresh Chicken,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,29/02/2016
,Profit Contribution,Ready Breast With Skin,126013,Fresh Chicken,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,29/02/2016
,Profit Contribution,Ready Breast Without Skin,126014,Fresh Chicken,Kilogram,Kilogram,,1.65,0,0,,1,,,,,,,0,Admin,29/02/2016
,Profit Contribution,Ready Chicken Breast BL/SL,126028,Fresh Chicken,Kilogram,Kilogram,,1.381,0,0,,1,,,,,,,0,Sandeep,04/08/2016
,Profit Contribution,Ready Chicken Cube With Bones,126020,Fresh Chicken,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,29/02/2016
,Profit Contribution,Ready Chicken Legs BL/SL,126019,Fresh Chicken,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,29/02/2016
,Profit Contribution,Ready Chicken Wings,126018,Fresh Chicken,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,29/02/2016
,Profit Contribution,Ready Cube Beef,125026,Fresh Meat,Kilogram,Kilogram,,2.7,0,0,,1,,,,,,,0,Shkakhwa,10/08/2016
,Profit Contribution,Ready Fillet Hamour,127013,Fresh Fish,Kilogram,Kilogram,50.00%,4.5,0,0,,1,,,,,,,0,Shkakhwa,06/08/2016
,Profit Contribution,Ready Fish Fingers Dorie,140010,Frozen Fish,Kilogram,Kilogram,,1,0,0,,1,,,,,,,0,Admin,29/04/2018
,Profit Contribution,Ready Half Chicken ',126029,Fresh Chicken,Kilogram,Kilogram,0.00%,1.26,0,0,,1,,,,,,,0,Shkakhwa,31/01/2019
,Profit Contribution,Ready Half Chicken (Dont Use ),126026,Fresh Chicken,Portion,Portion,30.00%,0.819,0,1,,0.5,,,,,,,0,Shkakhwa,26/12/2016
,Profit Contribution,Ready Jolian Beef,125025,Fresh Meat,Kilogram,Kilogram,0.00%,2.4,0,0,,1,,,,,,,0,Shkakhwa,31/01/2019
,Profit Contribution,Ready Jolian Chicken,126024,Fresh Chicken,Kilogram,Kilogram,0.00%,1.26,0,0,,1,,,,,,,0,Shkakhwa,31/01/2019
,Profit Contribution,Ready Jolian lamb,125016,Fresh Meat,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Shkakhwa,05/03/2017
,Profit Contribution,Ready Lamb Chob,125022,Fresh Meat,Kilogram,Kilogram,0.00%,0,0,0,,1,,,,,,,0,Shkakhwa,31/01/2019
,Profit Contribution,Ready Meat for staff,125029,Fresh Meat,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Shkakhwa,30/09/2019
,Profit Contribution,Ready Minced Beef ,125008,Fresh Meat,Kilogram,Kilogram,,3.059,0,0,,1,,,,,,,0,Shkakhwa,20/02/2017
,Profit Contribution,Ready Minced Lamb,125019,Fresh Meat,Kilogram,Kilogram,0.00%,2.5,0,0,,1,,,,,,,0,Shkakhwa,05/03/2017
,Profit Contribution,Ready Qatayef Dough,118035,Baking Items,Kilogram,Kilogram,,1.05,0,0,,1,,,,,,,0,Shkakhwa,15/05/2017
,Profit Contribution,Ready Safi Fish,127016,Fresh Fish,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Shkakhwa,20/07/2016
,Profit Contribution,Ready Salmon ,127023,Fresh Fish,Kilogram,Kilogram,0.00%,4.8,0,0,,1,,,,,,,0,Shkakhwa,31/01/2019
,Profit Contribution,Ready Sea Bass Fish,127027,Fresh Fish,Each,Each,,0,0,0,,0.5,,,,,,,0,Shkakhwa,11/04/2018
,Profit Contribution,Ready Sea Bream Fish,127028,Fresh Fish,Each,Each,,0,0,0,,0.5,,,,,,,0,Shkakhwa,11/04/2018
,Profit Contribution,Ready Shoulder Cuts with bones,125015,Fresh Meat,Kilogram,Kilogram,0.00%,2.5,0,0,,1,,,,,,,0,Shkakhwa,31/01/2019
,Profit Contribution,Ready Shoulder Whole,125013,Fresh Meat,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,29/02/2016
,Profit Contribution,Ready Slice Hamour,127014,Fresh Fish,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Shkakhwa,19/04/2016
,Profit Contribution,Ready Sultan Ibrahim Portion,127029,Fresh Fish,Each,Each,,0,0,0,,0.36,,,,,,,0,Shkakhwa,11/04/2018
,Profit Contribution,Ready Tekka Beef,800115,Sub Reciepes,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Shkakhwa,01/12/2019
,Profit Contribution,Ready Tekka Chicken,126023,Fresh Chicken,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,01/03/2016
,Profit Contribution,Ready Tekka Lamb,125009,Fresh Meat,Kilogram,Kilogram,,3,0,0,,1,,,,,,,0,Shkakhwa,05/03/2017
,Profit Contribution,Ready Whole Chicken,126017,Fresh Chicken,Kilogram,Kilogram,,1.26,0,0,,1,,,,,,,0,Sandeep,28/05/2016
,Profit Contribution,Ready Whole Chicken BL,126021,Fresh Chicken,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,29/02/2016
,Profit Contribution,Ready Whole Chicken BL/SL,126022,Fresh Chicken,Kilogram,Kilogram,,0.952,0,0,,1,,,,,,,0,Admin,29/02/2016
,Expenses,Recieption Table (Recieption Area),6034,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Rectangle Wooden Bowl,15009,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,30/12/2017
,Profit Contribution,Red Apple ,106013,Fresh Fruits,Kilogram,Kilogram,,1.19,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Red Bull,143001,Energy Drinks,Each,Each,,1.2,0,0,,1,,,,,,,0,Shkakhwa,01/06/2016
,Profit Contribution,red Capsicum   ,107031,Fresh Vegetables,Kilogram,Kilogram,15.00%,1.2,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Red Current ,106022,Fresh Fruits,Kilogram,Kilogram,,4.5,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Red Grapes ,106009,Fresh Fruits,Kilogram,Kilogram,,1.99,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Red Onion (IND ,107028,Fresh Vegetables,Kilogram,Kilogram,20.00%,0.2,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,red radish,107047,Fresh Vegetables,Kilogram,Kilogram,,2.4,0,0,,1,,,,,,,0,Admin,14/04/2016
,Profit Contribution,RED VINEGAR 1 GL HERMAN BRAND ,121002,Vineger,Liter,Liter,,0.317,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,Reserve Tag (Recieption Area),6069,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,Retail Burak Cheese 1PC ( Halifa ) (PA),800119,Sub Reciepes,Each,Each,0.00%,0.031,0,0,,0.109,,,,,,,,Shkakhwa,16/04/2020
,Profit Contribution,Retail Burak Potato 1 Pc ( Halifa ) (PA),800120,Sub Reciepes,Each,Each,0.00%,0.012,0,0,,0.053,,,,,,,,Shkakhwa,16/04/2020
,Profit Contribution,Retail Meat Sambosa 1 Pcs (PA),800122,Sub Reciepes,Each,Each,0.00%,0.051,0,0,,0.03,,,,,,,,Shkakhwa,16/04/2020
,Profit Contribution,Retail Mini Cheese Roll 370 Pcs (PA),800124,Sub Reciepes,Each,Each,0.00%,0.032,0,0,,0.015,,,,,,,,Shkakhwa,16/04/2020
,Profit Contribution,Retail Mini Spinach Moajanat 1 Pcs (PA),800127,Sub Reciepes,Each,Each,0.00%,0.025,0,0,,0.022,,,,,,,,Shkakhwa,16/04/2020
,Profit Contribution,Retail Musakhan Roll 1 Pcs (PA),800125,Sub Reciepes,Each,Each,0.00%,0.072,0,0,,0.31,,,,,,,,Shkakhwa,16/04/2020
,Profit Contribution,Retail Shawarma Sambosa 1 Pcs (PA),800123,Sub Reciepes,Each,Each,0.00%,0.027,0,0,,0.03,,,,,,,,Shkakhwa,16/04/2020
,Profit Contribution,Retail Spring Roll 1 Pcs (PA),800126,Sub Reciepes,Each,Each,0.00%,0.028,0,0,,0.527,,,,,,,,Shkakhwa,16/04/2020
,Expenses,Ribbon Print Rite-ERC-Black Red,1000022,Others,Each,Each,,1.3,0,0,,1,,,,,,,0,Shkakhwa,22/08/2018
,Expenses,Ringer Watch (Recieption Area),6071,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Rinse Aid - 5 LTR,4009,Chicemicals,Liter,Liter,,2.968,0,0,,1,,,,,,,0,Shkakhwa,26/04/2018
,Profit Contribution,Risotto Rice,111021,Grain,Kilogram,Kilogram,,2.848,0,0,,1,,,,,,,0,Shkakhwa,22/07/2021
,Profit Contribution,Roast Beef Nabil,125028,Fresh Meat,Kilogram,Kilogram,,6.661,0,0,,1,,,,,,,0,Shkakhwa,25/09/2017
,Expenses,robot coupe big 11 kg ( Cold ),5164,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,robot coupe big 3 kg ( Cold ),5165,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,robot coupe hand mixer ( Prep ),5014,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,Robot Coupe Vegetables Slicer Machine ( Prep Area ),5339,Kitchen Assets,Each,Each,,1623.356,0,0,,1,,,,,,,0,Shkakhwa,21/04/2018
,Profit Contribution,rocca ( local ) ,107045,Fresh Vegetables,Kilogram,Kilogram,,0.8,0,0,,1,,,,,,,0,Admin,14/04/2016
,Expenses,Rock Grill,15033,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,31/12/2017
,Profit Contribution,Rocket/Rocca/Arugula (Dont Use ),108014,Fresh Herbs,Kilogram,Kilogram,25.00%,0.8,0,1,,1,,,,,,,0,Shkakhwa,26/12/2016
,Expenses,roller cutter ( Bakery ),5209,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Profit Contribution,Rose Essence,116010,Syrups,Liter,Liter,,0,0,0,,1,,,,,,,0,Shkakhwa,12/12/2016
,Profit Contribution,Rosemary,108015,Fresh Herbs,Kilogram,Kilogram,,8,0,0,,1,,,,,,,0,Admin,14/04/2016
,Profit Contribution,ROUBANA SHANGLISH AREESH CHEESE 18 KG,101015,Cheese,Kilogram,Kilogram,,3.5,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,Round Alluminum Tray 19.50 cm,15024,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,31/12/2017
,Expenses,round bowl big ( Prep ),5045,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,round bowl small ( Prep ),5044,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,Round Seat big (Black n White) (Dining Area Up),6076,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Round Table (Outside Area),6001,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Round Tray  (Dining Area),6090,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Round Tray Stand (Recieption Area),6050,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Round Wooden Bowl,15008,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,30/12/2017
,Expenses,rubber for burger bun 12cm ( Prep ),5051,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,rubber spatula big ( Cold ),5332,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,24/12/2017
,Expenses,rubber spatula small ( Cold ),5331,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,24/12/2017
,Profit Contribution,Sadia Chicken Breast,139007,Frozen Chicken,Kilogram,Kilogram,,2.376,0,0,,1,,,,,,,0,Shkakhwa,04/10/2020
,Profit Contribution,Safee Fish,127004,Fresh Fish,Kilogram,Kilogram,15.00%,2.5,0,0,,1,,,,,,,0,Admin,03/03/2016
,Profit Contribution,Saffron 6gms,112035,Spices,Kilogram,Kilogram,,1111.111,0,0,,1,,,,,,,0,Shkakhwa,20/04/2016
,Profit Contribution,Saffron Essence,116012,Syrups,Liter,Liter,,0,0,0,,1,,,,,,,0,Shkakhwa,12/12/2016
,Profit Contribution,Safiha Meat With Molasses Prep 1 kg (PA),800026,Sub Reciepes,Kilogram,Kilogram,0.00%,4.038,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,Sahlab,105007,Dairy Others,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,19/02/2016
,Profit Contribution,Saj Bread,135004,Bread,Each,Each,,0.05,0,0,,1,,,,,,,0,Sandeep,05/08/2016
,Expenses,Salad Chiller ( Prep ),5334,Kitchen Assets,Each,Each,,743.42,0,0,,1,,,,,,,0,Shkakhwa,14/01/2018
,Expenses,salamander ( Hot ),5094,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Salt Sachet,1000027,Others,Each,Each,,0.004,0,0,,1,,,,,,,0,Shkakhwa,20/08/2020
,Profit Contribution,Sambosak Potato 1 Pc (PA),800116,Sub Reciepes,Each,Each,0.00%,0.016,0,0,,0.035,,,,,,,,Shkakhwa,13/04/2020
,Expenses,Sand Turkish Coffee Maker,15028,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,31/12/2017
,Expenses,Santos Fruit & Veg Juicer (Bar Area),6127,Dining Assets,Each,Each,,703.65,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,sauce bottle ( Bakery ),5218,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Expenses,sauce bottle big ( Cold ),5185,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,sauce bottle small ( Cold ),5186,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Sauce Butter Chicken ( Dont Use ),800091,Sub Reciepes,Each,Each,0.00%,1.61,0,0,,1.039,,,,,,,0,Shkakhwa,01/08/2019
,Expenses,Sauce Pot Big,15010,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,30/12/2017
,Expenses,Sauce Pot Small ,15011,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,30/12/2017
,Profit Contribution,Sauteed Shrimp Prep 1 KG (PA),800053,Sub Reciepes,Kilogram,Kilogram,0.00%,4.298,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Expenses,scale (100 kg) ( Butchery ),5157,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,scale (20 kg) ( Butchery ),5158,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,scale (5 kg ) ( Butchery ),5159,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Scale 30 kg ( Prep ),5302,Kitchen Assets,Each,Each,,58.902,0,0,,1,,,,,,,0,Shkakhwa,23/12/2017
,Expenses,Scissors ( Butchery ),5153,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,scoop plastic big ( Prep ),5047,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,scoop plastic small ( Prep ),5046,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Profit Contribution,Sea Bass U/R Fish,127019,Fresh Fish,Kilogram,Kilogram,,4.3,0,0,,1,,,,,,,0,Vinay,18/10/2017
,Profit Contribution,Sea Bream Fish,127020,Fresh Fish,Kilogram,Kilogram,,3.3,0,0,,1,,,,,,,0,Vinay,18/10/2017
,Profit Contribution,Sea Scallop,140005,Frozen Fish,Kilogram,Kilogram,20.00%,0,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Sellek/Swiss chard,108016,Fresh Herbs,Kilogram,Kilogram,35.00%,0,0,0,,1,,,,,,,0,Admin,20/02/2016
